Species_1,Species_2,Distance,Dist *100
92090662,726965486,0.866782,86.6782
22252953,726965486,0.076577,7.6577
601447521,726965486,0.878378,87.8378
557307522,726965486,0.896739,89.6739
544446249,726965486,0.028529,2.8529
514054828,726965486,0.871528,87.1528
514054822,726965486,0.869792,86.9792
514054816,726965486,0.869792,86.9792
514054798,726965486,0.869792,86.9792
514252782,726965486,0.034535,3.4535
482679745,726965486,0.025526,2.5526
416948801,726965486,0.025526,2.5526
402914238,726965486,0.018018,1.8018
322688187,726965486,0.804805,80.4805
294441962,726965486,0.013514,1.3514
41057570,726965486,0.873394,87.3394
400354852,726965486,0.891892,89.1892
359427494,726965486,0.01952,1.952
353078721,726965486,0.868512,86.8512
38260414,726965486,0.015015,1.5015
38260410,726965486,0.021021,2.1021
38112399,726965486,0.015015,1.5015
38112395,726965486,0.025526,2.5526
156766565,726965486,0.816817,81.6817
156766545,726965486,0.816817,81.6817
156766537,726965486,0.816817,81.6817
156766533,726965486,0.816817,81.6817
156766529,726965486,0.816817,81.6817
156766505,726965486,0.816817,81.6817
149287217,726965486,0.016517,1.6517
21063917,726965486,0.818318,81.8318
21038821,726965486,0.028529,2.8529
241897474,726965486,0.815315,81.5315
32265024,726965486,0.812312,81.2312
18025358,726965486,0.884384,88.4384
47531122,726965486,0.810811,81.0811
204324151,726965486,0.908408,90.8408
195764992,726965486,0.884384,88.4384
KM052275,726965486,0.877876,87.7876
AY148187,726965486,0.89039,89.039
M37899,726965486,0.807808,80.7808
KF214742,726965486,0.028529,2.8529
GQ411199,726965486,0.073574,7.3574
62857328,726965482,0.868056,86.8056
9633607,726965482,0.871747,87.1747
6136264,726965482,0.809309,80.9309
138873,726965482,0.818318,81.8318
237642071,726965482,0.864964,86.4964
71658847,726965482,0.867012,86.7012
18999349,726965482,0.012012,1.2012
338826805,726965482,0.882883,88.2883
550455635,726965482,0.888889,88.8889
422933778,726965482,0.871841,87.1841
56698740,726965482,0.873874,87.3874
33235706,726965482,0.867925,86.7925
23334622,726965482,0.896396,89.6396
23334619,726965482,0.892606,89.2606
401715658,726965482,0.884384,88.4384
389617268,726965482,0.875229,87.5229
378941792,726965482,0.868668,86.8668
817524604,726965482,0.8981,89.81
6136266,726965482,0.873394,87.3394
6136265,726965482,0.869725,86.9725
726965494,726965482,0.012012,1.2012
726965490,726965482,0.013514,1.3514
726965486,726965482,0.007508,0.7508
726965482,726965482,0,0
726965478,726965482,0.006006,0.6006
753220758,726965482,0.816817,81.6817
208429852,726965482,0.818318,81.8318
34447098,726965482,0.865809,86.5809
23334612,726965482,0.882883,88.2883
698029512,726965482,0.885886,88.5886
672432742,726965482,0.012012,1.2012
672351302,726965482,0.013514,1.3514
302317864,726965482,0.866782,86.6782
283139266,726965482,0.024024,2.4024
229342012,726965482,0.818318,81.8318
212671461,726965482,0.87175,87.175
182636909,726965482,0.870242,87.0242
166064279,726965482,0.870242,87.0242
164520995,726965482,0.866782,86.6782
92090662,726965482,0.866782,86.6782
22252953,726965482,0.073574,7.3574
601447521,726965482,0.878378,87.8378
557307522,726965482,0.896739,89.6739
544446249,726965482,0.025526,2.5526
514054828,726965482,0.868056,86.8056
514054822,726965482,0.869792,86.9792
514054816,726965482,0.871528,87.1528
514054798,726965482,0.868056,86.8056
514252782,726965482,0.039039,3.9039
482679745,726965482,0.033033,3.3033
416948801,726965482,0.022523,2.2523
402914238,726965482,0.015015,1.5015
322688187,726965482,0.806306,80.6306
294441962,726965482,0.010511,1.0511
41057570,726965482,0.873394,87.3394
400354852,726965482,0.891892,89.1892
359427494,726965482,0.016517,1.6517
353078721,726965482,0.868512,86.8512
38260414,726965482,0.012012,1.2012
38260410,726965482,0.025526,2.5526
38112399,726965482,0.012012,1.2012
38112395,726965482,0.03003,3.003
156766565,726965482,0.816817,81.6817
156766545,726965482,0.816817,81.6817
156766537,726965482,0.816817,81.6817
156766533,726965482,0.816817,81.6817
156766529,726965482,0.816817,81.6817
156766505,726965482,0.816817,81.6817
149287217,726965482,0.013514,1.3514
21063917,726965482,0.818318,81.8318
21038821,726965482,0.033033,3.3033
241897474,726965482,0.815315,81.5315
32265024,726965482,0.810811,81.0811
18025358,726965482,0.882883,88.2883
47531122,726965482,0.809309,80.9309
204324151,726965482,0.903904,90.3904
195764992,726965482,0.884384,88.4384
KM052275,726965482,0.874336,87.4336
AY148187,726965482,0.887387,88.7387
M37899,726965482,0.818318,81.8318
KF214742,726965482,0.025526,2.5526
GQ411199,726965482,0.078078,7.8078
62857328,726965478,0.868056,86.8056
9633607,726965478,0.871747,87.1747
6136264,726965478,0.809309,80.9309
138873,726965478,0.818318,81.8318
237642071,726965478,0.863139,86.3139
71658847,726965478,0.868739,86.8739
18999349,726965478,0.010511,1.0511
338826805,726965478,0.884384,88.4384
550455635,726965478,0.876768,87.6768
422933778,726965478,0.871841,87.1841
56698740,726965478,0.873874,87.3874
33235706,726965478,0.867925,86.7925
23334622,726965478,0.896396,89.6396
23334619,726965478,0.892606,89.2606
401715658,726965478,0.882883,88.2883
389617268,726965478,0.875229,87.5229
378941792,726965478,0.868668,86.8668
817524604,726965478,0.884283,88.4283
6136266,726965478,0.873394,87.3394
6136265,726965478,0.87156,87.156
726965494,726965478,0.015015,1.5015
726965490,726965478,0.016517,1.6517
726965486,726965478,0.010511,1.0511
726965482,726965478,0.006006,0.6006
726965478,726965478,0,0
753220758,726965478,0.816817,81.6817
208429852,726965478,0.818318,81.8318
34447098,726965478,0.867647,86.7647
23334612,726965478,0.881381,88.1381
698029512,726965478,0.885886,88.5886
672432742,726965478,0.007508,0.7508
672351302,726965478,0.009009,0.9009
302317864,726965478,0.863322,86.3322
283139266,726965478,0.025526,2.5526
229342012,726965478,0.818318,81.8318
212671461,726965478,0.870017,87.0017
182636909,726965478,0.868512,86.8512
166064279,726965478,0.868512,86.8512
164520995,726965478,0.863322,86.3322
92090662,726965478,0.866782,86.6782
22252953,726965478,0.075075,7.5075
601447521,726965478,0.876877,87.6877
557307522,726965478,0.900362,90.0362
544446249,726965478,0.021021,2.1021
514054828,726965478,0.866319,86.6319
514054822,726965478,0.868056,86.8056
514054816,726965478,0.868056,86.8056
514054798,726965478,0.868056,86.8056
514252782,726965478,0.042042,4.2042
482679745,726965478,0.036036,3.6036
416948801,726965478,0.018018,1.8018
402914238,726965478,0.010511,1.0511
322688187,726965478,0.81982,81.982
294441962,726965478,0.006006,0.6006
41057570,726965478,0.873394,87.3394
400354852,726965478,0.891892,89.1892
359427494,726965478,0.012012,1.2012
353078721,726965478,0.865052,86.5052
38260414,726965478,0.007508,0.7508
38260410,726965478,0.028529,2.8529
38112399,726965478,0.007508,0.7508
38112395,726965478,0.033033,3.3033
156766565,726965478,0.816817,81.6817
156766545,726965478,0.816817,81.6817
156766537,726965478,0.816817,81.6817
156766533,726965478,0.816817,81.6817
156766529,726965478,0.816817,81.6817
156766505,726965478,0.816817,81.6817
149287217,726965478,0.009009,0.9009
21063917,726965478,0.818318,81.8318
21038821,726965478,0.036036,3.6036
241897474,726965478,0.815315,81.5315
32265024,726965478,0.809309,80.9309
18025358,726965478,0.882883,88.2883
47531122,726965478,0.810811,81.0811
204324151,726965478,0.900901,90.0901
195764992,726965478,0.882883,88.2883
KM052275,726965478,0.876106,87.6106
AY148187,726965478,0.888889,88.8889
M37899,726965478,0.818318,81.8318
KF214742,726965478,0.021021,2.1021
GQ411199,726965478,0.081081,8.1081
62857328,753220758,0.901042,90.1042
9633607,753220758,0.888476,88.8476
6136264,753220758,0.23641,23.641
138873,753220758,0.175727,17.5727
237642071,753220758,0.864964,86.4964
71658847,753220758,0.887737,88.7737
18999349,753220758,0.828125,82.8125
338826805,753220758,0.887892,88.7892
550455635,753220758,0.880808,88.0808
422933778,753220758,0.895307,89.5307
56698740,753220758,0.896774,89.6774
33235706,753220758,0.873585,87.3585
23334622,753220758,0.893758,89.3758
23334619,753220758,0.885563,88.5563
401715658,753220758,0.896053,89.6053
389617268,753220758,0.895413,89.5413
378941792,753220758,0.885553,88.5553
817524604,753220758,0.880829,88.0829
6136266,753220758,0.893578,89.3578
6136265,753220758,0.891743,89.1743
726965494,753220758,0.815315,81.5315
726965490,753220758,0.816817,81.6817
726965486,753220758,0.815315,81.5315
726965482,753220758,0.816817,81.6817
726965478,753220758,0.816817,81.6817
753220758,753220758,0,0
208429852,753220758,0.166877,16.6877
34447098,753220758,0.880515,88.0515
23334612,753220758,0.897878,89.7878
698029512,753220758,0.886667,88.6667
672432742,753220758,0.818318,81.8318
672351302,753220758,0.815315,81.5315
302317864,753220758,0.884083,88.4083
283139266,753220758,0.816817,81.6817
229342012,753220758,0.173198,17.3198
212671461,753220758,0.889081,88.9081
182636909,753220758,0.882353,88.2353
166064279,753220758,0.882353,88.2353
164520995,753220758,0.884083,88.4083
92090662,753220758,0.894464,89.4464
22252953,753220758,0.816817,81.6817
601447521,753220758,0.894947,89.4947
557307522,753220758,0.880435,88.0435
544446249,753220758,0.818318,81.8318
514054828,753220758,0.899306,89.9306
514054822,753220758,0.901042,90.1042
514054816,753220758,0.897569,89.7569
514054798,753220758,0.897569,89.7569
514252782,753220758,0.830729,83.0729
482679745,753220758,0.815315,81.5315
416948801,753220758,0.824324,82.4324
402914238,753220758,0.821321,82.1321
322688187,753220758,0.168142,16.8142
294441962,753220758,0.818318,81.8318
41057570,753220758,0.893578,89.3578
400354852,753220758,0.884462,88.4462
359427494,753220758,0.816817,81.6817
353078721,753220758,0.882353,88.2353
38260414,753220758,0.818318,81.8318
38260410,753220758,0.815315,81.5315
38112399,753220758,0.818318,81.8318
38112395,753220758,0.815315,81.5315
156766565,753220758,0.164349,16.4349
156766545,753220758,0.168142,16.8142
156766537,753220758,0.175727,17.5727
156766533,753220758,0.166877,16.6877
156766529,753220758,0.165613,16.5613
156766505,753220758,0.16182,16.182
149287217,753220758,0.81982,81.982
21063917,753220758,0.164349,16.4349
21038821,753220758,0.815315,81.5315
241897474,753220758,0.166877,16.6877
32265024,753220758,0.232911,23.2911
18025358,753220758,0.897878,89.7878
47531122,753220758,0.234177,23.4177
204324151,753220758,0.877465,87.7465
195764992,753220758,0.876056,87.6056
KM052275,753220758,0.888496,88.8496
AY148187,753220758,0.893983,89.3983
M37899,753220758,0.175727,17.5727
KF214742,753220758,0.818318,81.8318
GQ411199,753220758,0.807808,80.7808
62857328,208429852,0.899306,89.9306
9633607,208429852,0.881041,88.1041
6136264,208429852,0.240202,24.0202
138873,208429852,0.064475,6.4475
237642071,208429852,0.872263,87.2263
71658847,208429852,0.889465,88.9465
18999349,208429852,0.832031,83.2031
338826805,208429852,0.87145,87.145
550455635,208429852,0.888889,88.8889
422933778,208429852,0.891697,89.1697
56698740,208429852,0.900645,90.0645
33235706,208429852,0.873585,87.3585
23334622,208429852,0.893758,89.3758
23334619,208429852,0.882042,88.2042
401715658,208429852,0.896053,89.6053
389617268,208429852,0.891743,89.1743
378941792,208429852,0.894934,89.4934
817524604,208429852,0.872193,87.2193
6136266,208429852,0.878899,87.8899
6136265,208429852,0.888073,88.8073
726965494,208429852,0.81982,81.982
726965490,208429852,0.818318,81.8318
726965486,208429852,0.81982,81.982
726965482,208429852,0.818318,81.8318
726965478,208429852,0.818318,81.8318
753220758,208429852,0.166877,16.6877
208429852,208429852,0,0
34447098,208429852,0.884191,88.4191
23334612,208429852,0.900531,90.0531
698029512,208429852,0.884,88.4
672432742,208429852,0.818318,81.8318
672351302,208429852,0.818318,81.8318
302317864,208429852,0.878893,87.8893
283139266,208429852,0.818318,81.8318
229342012,208429852,0.037927,3.7927
212671461,208429852,0.887348,88.7348
182636909,208429852,0.887543,88.7543
166064279,208429852,0.885813,88.5813
164520995,208429852,0.880623,88.0623
92090662,208429852,0.889273,88.9273
22252953,208429852,0.822823,82.2823
601447521,208429852,0.901596,90.1596
557307522,208429852,0.889493,88.9493
544446249,208429852,0.818318,81.8318
514054828,208429852,0.899306,89.9306
514054822,208429852,0.899306,89.9306
514054816,208429852,0.899306,89.9306
514054798,208429852,0.899306,89.9306
514252782,208429852,0.833333,83.3333
482679745,208429852,0.816817,81.6817
416948801,208429852,0.824324,82.4324
402914238,208429852,0.821321,82.1321
322688187,208429852,0.060683,6.0683
294441962,208429852,0.818318,81.8318
41057570,208429852,0.884404,88.4404
400354852,208429852,0.901726,90.1726
359427494,208429852,0.81982,81.982
353078721,208429852,0.875433,87.5433
38260414,208429852,0.818318,81.8318
38260410,208429852,0.818318,81.8318
38112399,208429852,0.81982,81.982
38112395,208429852,0.818318,81.8318
156766565,208429852,0.015171,1.5171
156766545,208429852,0.018963,1.8963
156766537,208429852,0.030341,3.0341
156766533,208429852,0.017699,1.7699
156766529,208429852,0.016435,1.6435
156766505,208429852,0.013906,1.3906
149287217,208429852,0.818318,81.8318
21063917,208429852,0.10493,10.493
21038821,208429852,0.816817,81.6817
241897474,208429852,0.017699,1.7699
32265024,208429852,0.236709,23.6709
18025358,208429852,0.896552,89.6552
47531122,208429852,0.236709,23.6709
204324151,208429852,0.880282,88.0282
195764992,208429852,0.88169,88.169
KM052275,208429852,0.884956,88.4956
AY148187,208429852,0.885387,88.5387
M37899,208429852,0.064475,6.4475
KF214742,208429852,0.818318,81.8318
GQ411199,208429852,0.821321,82.1321
62857328,34447098,0.770221,77.0221
9633607,34447098,0.719331,71.9331
6136264,34447098,0.878676,87.8676
138873,34447098,0.880515,88.0515
237642071,34447098,0.520221,52.0221
71658847,34447098,0.897059,89.7059
18999349,34447098,0.865809,86.5809
338826805,34447098,0.794118,79.4118
550455635,34447098,0.834343,83.4343
422933778,34447098,0.075368,7.5368
56698740,34447098,0.803309,80.3309
33235706,34447098,0.739623,73.9623
23334622,34447098,0.795956,79.5956
23334619,34447098,0.777574,77.7574
401715658,34447098,0.806985,80.6985
389617268,34447098,0.130515,13.0515
378941792,34447098,0.726079,72.6079
817524604,34447098,0.726103,72.6103
6136266,34447098,0.075368,7.5368
6136265,34447098,0.080882,8.0882
726965494,34447098,0.863971,86.3971
726965490,34447098,0.863971,86.3971
726965486,34447098,0.863971,86.3971
726965482,34447098,0.865809,86.5809
726965478,34447098,0.867647,86.7647
753220758,34447098,0.880515,88.0515
208429852,34447098,0.884191,88.4191
34447098,34447098,0,0
23334612,34447098,0.803309,80.3309
698029512,34447098,0.808824,80.8824
672432742,34447098,0.865809,86.5809
672351302,34447098,0.865809,86.5809
302317864,34447098,0.904412,90.4412
283139266,34447098,0.869485,86.9485
229342012,34447098,0.884191,88.4191
212671461,34447098,0.908088,90.8088
182636909,34447098,0.90625,90.625
166064279,34447098,0.909926,90.9926
164520995,34447098,0.902574,90.2574
92090662,34447098,0.895221,89.5221
22252953,34447098,0.873162,87.3162
601447521,34447098,0.803309,80.3309
557307522,34447098,0.775735,77.5735
544446249,34447098,0.869485,86.9485
514054828,34447098,0.770221,77.0221
514054822,34447098,0.770221,77.0221
514054816,34447098,0.770221,77.0221
514054798,34447098,0.770221,77.0221
514252782,34447098,0.871324,87.1324
482679745,34447098,0.871324,87.1324
416948801,34447098,0.869485,86.9485
402914238,34447098,0.871324,87.1324
322688187,34447098,0.882353,88.2353
294441962,34447098,0.865809,86.5809
41057570,34447098,0.0625,6.25
400354852,34447098,0.805147,80.5147
359427494,34447098,0.865809,86.5809
353078721,34447098,0.904412,90.4412
38260414,34447098,0.865809,86.5809
38260410,34447098,0.869485,86.9485
38112399,34447098,0.865809,86.5809
38112395,34447098,0.871324,87.1324
156766565,34447098,0.884191,88.4191
156766545,34447098,0.884191,88.4191
156766537,34447098,0.884191,88.4191
156766533,34447098,0.884191,88.4191
156766529,34447098,0.884191,88.4191
156766505,34447098,0.884191,88.4191
149287217,34447098,0.865809,86.5809
21063917,34447098,0.882353,88.2353
21038821,34447098,0.871324,87.1324
241897474,34447098,0.884191,88.4191
32265024,34447098,0.882353,88.2353
18025358,34447098,0.803309,80.3309
47531122,34447098,0.880515,88.0515
204324151,34447098,0.757353,75.7353
195764992,34447098,0.753676,75.3676
KM052275,34447098,0.731618,73.1618
AY148187,34447098,0.768382,76.8382
M37899,34447098,0.880515,88.0515
KF214742,34447098,0.869485,86.9485
GQ411199,34447098,0.869485,86.9485
62857328,23334612,0.848958,84.8958
9633607,23334612,0.817844,81.7844
6136264,23334612,0.891247,89.1247
138873,23334612,0.88992,88.992
237642071,23334612,0.821168,82.1168
71658847,23334612,0.8981,89.81
18999349,23334612,0.883289,88.3289
338826805,23334612,0.721973,72.1973
550455635,23334612,0.828283,82.8283
422933778,23334612,0.801444,80.1444
56698740,23334612,0.644562,64.4562
33235706,23334612,0.784906,78.4906
23334622,23334612,0.196547,19.6547
23334619,23334612,0.84331,84.331
401715658,23334612,0.287798,28.7798
389617268,23334612,0.805505,80.5505
378941792,23334612,0.776735,77.6735
817524604,23334612,0.801382,80.1382
6136266,23334612,0.790826,79.0826
6136265,23334612,0.8,80
726965494,23334612,0.882883,88.2883
726965490,23334612,0.882883,88.2883
726965486,23334612,0.884384,88.4384
726965482,23334612,0.882883,88.2883
726965478,23334612,0.881381,88.1381
753220758,23334612,0.897878,89.7878
208429852,23334612,0.900531,90.0531
34447098,23334612,0.803309,80.3309
23334612,23334612,0,0
698029512,23334612,0.224,22.4
672432742,23334612,0.882883,88.2883
672351302,23334612,0.882883,88.2883
302317864,23334612,0.903114,90.3114
283139266,23334612,0.876877,87.6877
229342012,23334612,0.891247,89.1247
212671461,23334612,0.904679,90.4679
182636909,23334612,0.908304,90.8304
166064279,23334612,0.903114,90.3114
164520995,23334612,0.908304,90.8304
92090662,23334612,0.901384,90.1384
22252953,23334612,0.878378,87.8378
601447521,23334612,0.183511,18.3511
557307522,23334612,0.826087,82.6087
544446249,23334612,0.884384,88.4384
514054828,23334612,0.850694,85.0694
514054822,23334612,0.852431,85.2431
514054816,23334612,0.850694,85.0694
514054798,23334612,0.852431,85.2431
514252782,23334612,0.883289,88.3289
482679745,23334612,0.882883,88.2883
416948801,23334612,0.885886,88.5886
402914238,23334612,0.884384,88.4384
322688187,23334612,0.891247,89.1247
294441962,23334612,0.882883,88.2883
41057570,23334612,0.801835,80.1835
400354852,23334612,0.204515,20.4515
359427494,23334612,0.882883,88.2883
353078721,23334612,0.910035,91.0035
38260414,23334612,0.882883,88.2883
38260410,23334612,0.885886,88.5886
38112399,23334612,0.882883,88.2883
38112395,23334612,0.884384,88.4384
156766565,23334612,0.895225,89.5225
156766545,23334612,0.903183,90.3183
156766537,23334612,0.896552,89.6552
156766533,23334612,0.901857,90.1857
156766529,23334612,0.901857,90.1857
156766505,23334612,0.895225,89.5225
149287217,23334612,0.882883,88.2883
21063917,23334612,0.893899,89.3899
21038821,23334612,0.884384,88.4384
241897474,23334612,0.901857,90.1857
32265024,23334612,0.901857,90.1857
18025358,23334612,0.002653,0.2653
47531122,23334612,0.888594,88.8594
204324151,23334612,0.829577,82.9577
195764992,23334612,0.829577,82.9577
KM052275,23334612,0.79646,79.646
AY148187,23334612,0.840974,84.0974
M37899,23334612,0.897878,89.7878
KF214742,23334612,0.884384,88.4384
GQ411199,23334612,0.884384,88.4384
62857328,698029512,0.848958,84.8958
9633607,698029512,0.79368,79.368
6136264,698029512,0.878667,87.8667
138873,698029512,0.885333,88.5333
237642071,698029512,0.815693,81.5693
71658847,698029512,0.899827,89.9827
18999349,698029512,0.894667,89.4667
338826805,698029512,0.717489,71.7489
550455635,698029512,0.822222,82.2222
422933778,698029512,0.806859,80.6859
56698740,698029512,0.644,64.4
33235706,698029512,0.786792,78.6792
23334622,698029512,0.158667,15.8667
23334619,698029512,0.832746,83.2746
401715658,698029512,0.258667,25.8667
389617268,698029512,0.811009,81.1009
378941792,698029512,0.774859,77.4859
817524604,698029512,0.7962,79.62
6136266,698029512,0.80367,80.367
6136265,698029512,0.809174,80.9174
726965494,698029512,0.887387,88.7387
726965490,698029512,0.888889,88.8889
726965486,698029512,0.89039,89.039
726965482,698029512,0.885886,88.5886
726965478,698029512,0.885886,88.5886
753220758,698029512,0.886667,88.6667
208429852,698029512,0.884,88.4
34447098,698029512,0.808824,80.8824
23334612,698029512,0.224,22.4
698029512,698029512,0,0
672432742,698029512,0.887387,88.7387
672351302,698029512,0.887387,88.7387
302317864,698029512,0.892734,89.2734
283139266,698029512,0.888889,88.8889
229342012,698029512,0.884,88.4
212671461,698029512,0.897747,89.7747
182636909,698029512,0.901384,90.1384
166064279,698029512,0.894464,89.4464
164520995,698029512,0.894464,89.4464
92090662,698029512,0.901384,90.1384
22252953,698029512,0.888889,88.8889
601447521,698029512,0.154667,15.4667
557307522,698029512,0.826087,82.6087
544446249,698029512,0.885886,88.5886
514054828,698029512,0.848958,84.8958
514054822,698029512,0.848958,84.8958
514054816,698029512,0.848958,84.8958
514054798,698029512,0.850694,85.0694
514252782,698029512,0.897333,89.7333
482679745,698029512,0.887387,88.7387
416948801,698029512,0.89039,89.039
402914238,698029512,0.885886,88.5886
322688187,698029512,0.881333,88.1333
294441962,698029512,0.887387,88.7387
41057570,698029512,0.811009,81.1009
400354852,698029512,0.161333,16.1333
359427494,698029512,0.885886,88.5886
353078721,698029512,0.901384,90.1384
38260414,698029512,0.887387,88.7387
38260410,698029512,0.887387,88.7387
38112399,698029512,0.887387,88.7387
38112395,698029512,0.887387,88.7387
156766565,698029512,0.884,88.4
156766545,698029512,0.884,88.4
156766537,698029512,0.882667,88.2667
156766533,698029512,0.882667,88.2667
156766529,698029512,0.884,88.4
156766505,698029512,0.884,88.4
149287217,698029512,0.887387,88.7387
21063917,698029512,0.892,89.2
21038821,698029512,0.887387,88.7387
241897474,698029512,0.897333,89.7333
32265024,698029512,0.884,88.4
18025358,698029512,0.224,22.4
47531122,698029512,0.881333,88.1333
204324151,698029512,0.828169,82.8169
195764992,698029512,0.823944,82.3944
KM052275,698029512,0.80531,80.531
AY148187,698029512,0.84957,84.957
M37899,698029512,0.888,88.8
KF214742,698029512,0.885886,88.5886
GQ411199,698029512,0.89039,89.039
62857328,672432742,0.871528,87.1528
9633607,672432742,0.871747,87.1747
6136264,672432742,0.810811,81.0811
138873,672432742,0.81982,81.982
237642071,672432742,0.863139,86.3139
71658847,672432742,0.868739,86.8739
18999349,672432742,0.006006,0.6006
338826805,672432742,0.885886,88.5886
550455635,672432742,0.888889,88.8889
422933778,672432742,0.879061,87.9061
56698740,672432742,0.873874,87.3874
33235706,672432742,0.869811,86.9811
23334622,672432742,0.896396,89.6396
23334619,672432742,0.894366,89.4366
401715658,672432742,0.885886,88.5886
389617268,672432742,0.875229,87.5229
378941792,672432742,0.868668,86.8668
817524604,672432742,0.868739,86.8739
6136266,672432742,0.880734,88.0734
6136265,672432742,0.877064,87.7064
726965494,672432742,0.01952,1.952
726965490,672432742,0.021021,2.1021
726965486,672432742,0.015015,1.5015
726965482,672432742,0.012012,1.2012
726965478,672432742,0.007508,0.7508
753220758,672432742,0.818318,81.8318
208429852,672432742,0.818318,81.8318
34447098,672432742,0.865809,86.5809
23334612,672432742,0.882883,88.2883
698029512,672432742,0.887387,88.7387
672432742,672432742,0,0
672351302,672432742,0.004505,0.4505
302317864,672432742,0.865052,86.5052
283139266,672432742,0.03003,3.003
229342012,672432742,0.818318,81.8318
212671461,672432742,0.87175,87.175
182636909,672432742,0.868512,86.8512
166064279,672432742,0.868512,86.8512
164520995,672432742,0.865052,86.5052
92090662,672432742,0.868512,86.8512
22252953,672432742,0.07958,7.958
601447521,672432742,0.878378,87.8378
557307522,672432742,0.884058,88.4058
544446249,672432742,0.016517,1.6517
514054828,672432742,0.871528,87.1528
514054822,672432742,0.876736,87.6736
514054816,672432742,0.873264,87.3264
514054798,672432742,0.876736,87.6736
514252782,672432742,0.043544,4.3544
482679745,672432742,0.037538,3.7538
416948801,672432742,0.013514,1.3514
402914238,672432742,0.006006,0.6006
322688187,672432742,0.81982,81.982
294441962,672432742,0.001502,0.1502
41057570,672432742,0.873394,87.3394
400354852,672432742,0.891892,89.1892
359427494,672432742,0.007508,0.7508
353078721,672432742,0.866782,86.6782
38260414,672432742,0.003003,0.3003
38260410,672432742,0.033033,3.3033
38112399,672432742,0.003003,0.3003
38112395,672432742,0.034535,3.4535
156766565,672432742,0.816817,81.6817
156766545,672432742,0.816817,81.6817
156766537,672432742,0.816817,81.6817
156766533,672432742,0.816817,81.6817
156766529,672432742,0.816817,81.6817
156766505,672432742,0.816817,81.6817
149287217,672432742,0.004505,0.4505
21063917,672432742,0.816817,81.6817
21038821,672432742,0.037538,3.7538
241897474,672432742,0.815315,81.5315
32265024,672432742,0.810811,81.0811
18025358,672432742,0.884384,88.4384
47531122,672432742,0.810811,81.0811
204324151,672432742,0.906907,90.6907
195764992,672432742,0.905405,90.5405
KM052275,672432742,0.876106,87.6106
AY148187,672432742,0.887387,88.7387
M37899,672432742,0.81982,81.982
KF214742,672432742,0.016517,1.6517
GQ411199,672432742,0.082583,8.2583
62857328,672351302,0.875,87.5
9633607,672351302,0.871747,87.1747
6136264,672351302,0.809309,80.9309
138873,672351302,0.818318,81.8318
237642071,672351302,0.868613,86.8613
71658847,672351302,0.868739,86.8739
18999349,672351302,0.007508,0.7508
338826805,672351302,0.885886,88.5886
550455635,672351302,0.888889,88.8889
422933778,672351302,0.879061,87.9061
56698740,672351302,0.872372,87.2372
33235706,672351302,0.871698,87.1698
23334622,672351302,0.896396,89.6396
23334619,672351302,0.897887,89.7887
401715658,672351302,0.884384,88.4384
389617268,672351302,0.875229,87.5229
378941792,672351302,0.868668,86.8668
817524604,672351302,0.868739,86.8739
6136266,672351302,0.875229,87.5229
6136265,672351302,0.875229,87.5229
726965494,672351302,0.018018,1.8018
726965490,672351302,0.01952,1.952
726965486,672351302,0.013514,1.3514
726965482,672351302,0.013514,1.3514
726965478,672351302,0.009009,0.9009
753220758,672351302,0.815315,81.5315
208429852,672351302,0.818318,81.8318
34447098,672351302,0.865809,86.5809
23334612,672351302,0.882883,88.2883
698029512,672351302,0.887387,88.7387
672432742,672351302,0.004505,0.4505
672351302,672351302,0,0
302317864,672351302,0.863322,86.3322
283139266,672351302,0.028529,2.8529
229342012,672351302,0.818318,81.8318
212671461,672351302,0.87175,87.175
182636909,672351302,0.868512,86.8512
166064279,672351302,0.868512,86.8512
164520995,672351302,0.865052,86.5052
92090662,672351302,0.866782,86.6782
22252953,672351302,0.081081,8.1081
601447521,672351302,0.87988,87.988
557307522,672351302,0.893116,89.3116
544446249,672351302,0.015015,1.5015
514054828,672351302,0.875,87.5
514054822,672351302,0.876736,87.6736
514054816,672351302,0.876736,87.6736
514054798,672351302,0.876736,87.6736
514252782,672351302,0.042042,4.2042
482679745,672351302,0.036036,3.6036
416948801,672351302,0.015015,1.5015
402914238,672351302,0.007508,0.7508
322688187,672351302,0.81982,81.982
294441962,672351302,0.003003,0.3003
41057570,672351302,0.873394,87.3394
400354852,672351302,0.891892,89.1892
359427494,672351302,0.009009,0.9009
353078721,672351302,0.866782,86.6782
38260414,672351302,0.004505,0.4505
38260410,672351302,0.031532,3.1532
38112399,672351302,0.004505,0.4505
38112395,672351302,0.033033,3.3033
156766565,672351302,0.815315,81.5315
156766545,672351302,0.815315,81.5315
156766537,672351302,0.815315,81.5315
156766533,672351302,0.815315,81.5315
156766529,672351302,0.815315,81.5315
156766505,672351302,0.816817,81.6817
149287217,672351302,0.006006,0.6006
21063917,672351302,0.813814,81.3814
21038821,672351302,0.036036,3.6036
241897474,672351302,0.813814,81.3814
32265024,672351302,0.809309,80.9309
18025358,672351302,0.884384,88.4384
47531122,672351302,0.809309,80.9309
204324151,672351302,0.908408,90.8408
195764992,672351302,0.902402,90.2402
KM052275,672351302,0.876106,87.6106
AY148187,672351302,0.887387,88.7387
M37899,672351302,0.818318,81.8318
KF214742,672351302,0.015015,1.5015
GQ411199,672351302,0.081081,8.1081
